# pi_control,v0.2.0
# log for:, actuator.force
# date:, 2018_07_25_15_37_56
# meta:, 
# comment:,
time (s), force (N), local_temp (C), timestamp (ms since loadcell powerup)
0.11463302699985434,123,456,789
0.4432576499998504,123,456,789
1.0199360879996675,123,456,789
1.7696619879998252,123,456,789
2.335187915000006,123,456,789
2.869061166999927,123,456,789
3.415089381999678,123,456,789
4.125287821999791,123,456,789
4.944512017999841,123,456,789
5.24358345499968,123,456,789
5.711150610000004,123,456,789
6.443314324999847,123,456,789
6.9159276009995665,123,456,789
7.442979404999733,123,456,789
8.085637155999848,123,456,789
8.50060276999966,123,456,789
9.113594628999635,123,456,789
9.691809888999614,123,456,789
10.175937131999945,123,456,789
10.987011325999902,123,456,789
11.260178190999795,123,456,789
11.643573733999801,123,456,789
12.275937830999737,123,456,789
12.880176355999993,123,456,789
13.63191844999983,123,456,789
13.956859503999567,123,456,789
14.26609567999958,123,456,789
15.08800737599995,123,456,789
15.877312641999652,123,456,789
16.447597434999807,123,456,789
16.93488312799991,123,456,789
17.279460797999945,123,456,789
18.060181794999608,123,456,789
18.4358504679999,123,456,789
19.100454265999815,123,456,789
19.551957415999823,123,456,789
19.820117582999956,123,456,789
20.150894289999997,123,456,789
20.868973638999705,123,456,789
21.479389740999977,123,456,789
22.272456894999777,123,456,789
22.548478613999578,123,456,789
22.965917564999927,123,456,789
23.600924267999744,123,456,789
24.356838350999624,123,456,789
24.709725540999898,123,456,789
25.23161313499986,123,456,789
25.726331620999645,123,456,789
26.276447596999787,123,456,789
26.832918086999598,123,456,789
27.602280311999948,123,456,789
27.88792234099992,123,456,789
28.187316997999915,123,456,789
28.545682080999995,123,456,789
29.288585252999837,123,456,789
29.51496976999988,123,456,789
30.19516963099977,123,456,789
30.630481850999786,123,456,789
31.287384550999832,123,456,789

