# pi_control,v0.2.0
# log for:, actuator.force
# date:, 2018_07_25_15_39_04
# meta:, 
# comment:,
time (s), force (N), local_temp (C), timestamp (ms since loadcell powerup)
0.6607402350000484,123,456,789
1.0249529309999161,123,456,789
1.2755874620002032,123,456,789
1.8354321510000773,123,456,789
2.277267556999959,123,456,789
3.03378981700007,123,456,789
3.3501072009999007,123,456,789
3.811506096999892,123,456,789
4.173494040000151,123,456,789
4.593219794000106,123,456,789
5.098901792000106,123,456,789
5.657256469999993,123,456,789
6.283778755000185,123,456,789
6.515264430000116,123,456,789
7.282087052999941,123,456,789
7.881767369000045,123,456,789
8.617510447999848,123,456,789
9.101144044000193,123,456,789
9.83554836400026,123,456,789
10.337702267000168,123,456,789
10.749728965000031,123,456,789
11.039931152999998,123,456,789
11.834797203000107,123,456,789
12.283457015000295,123,456,789
12.792707985000106,123,456,789
13.520240597999873,123,456,789
14.012071890000243,123,456,789
14.779796697000165,123,456,789
15.264723159999903,123,456,789
15.887238643000273,123,456,789
16.696248514000217,123,456,789
16.97816180100017,123,456,789
17.36680050399991,123,456,789
18.03001141300001,123,456,789
18.824725527000282,123,456,789
19.3444036840001,123,456,789
19.73885627200025,123,456,789
20.124846783000066,123,456,789
20.867001342000094,123,456,789
21.293410454999957,123,456,789
21.558661097999902,123,456,789
22.36947618000022,123,456,789
22.713143285000115,123,456,789
22.995359852000092,123,456,789
23.7471451360002,123,456,789
24.120721308000157,123,456,789
24.646000532000016,123,456,789
25.398256910999862,123,456,789
25.622362487999908,123,456,789
26.10037531199987,123,456,789
26.402362609000193,123,456,789
26.997158558000137,123,456,789
27.80978291500014,123,456,789
28.08510110899988,123,456,789
28.782397814999968,123,456,789
29.26760577999994,123,456,789
29.773530209,123,456,789
30.49257900900011,123,456,789
31.100968726000247,123,456,789
31.73116210099988,123,456,789
32.4230523680003,123,456,789
32.6867979460003,123,456,789
33.15371159100005,123,456,789
33.78200214200024,123,456,789
34.14973520300009,123,456,789
34.85512371699997,123,456,789
35.32884515800015,123,456,789
35.79341550800018,123,456,789
36.24966294800015,123,456,789
36.83966011400025,123,456,789
37.07224677400018,123,456,789
37.83957426200004,123,456,789
38.32175579800014,123,456,789
38.56603507199998,123,456,789
39.30333734600026,123,456,789
39.719811811,123,456,789
40.16696144000025,123,456,789
40.90145072799987,123,456,789
41.512002271000256,123,456,789
41.829640009000286,123,456,789
42.56243694300019,123,456,789
43.37060162199987,123,456,789
44.127000295000016,123,456,789
44.40945649000014,123,456,789
45.05475206900019,123,456,789
45.32220880900013,123,456,789
46.02884356799996,123,456,789
46.48038931000019,123,456,789
46.71917652100001,123,456,789
47.29843039200023,123,456,789
47.774947515999884,123,456,789
48.54517735199988,123,456,789
49.35662412500005,123,456,789
49.80349098600027,123,456,789
50.60152294699992,123,456,789
50.8608451099999,123,456,789
51.09125534800023,123,456,789
51.65099827799986,123,456,789
52.094508140000016,123,456,789
52.51801846900025,123,456,789
53.30792991499993,123,456,789
54.04788171900009,123,456,789
54.54245107099996,123,456,789
54.94314461000022,123,456,789
