# pi_control,v0.2.0
# log for:, actuator.force
# date:, 2018_07_25_14_43_51
# meta:, 
# comment:,
time (s), force (N), local_temp (C), timestamp (ms since loadcell powerup)
0.4113797069999805,123,456,789
0.873057163999988,123,456,789
1.4237051089999966,123,456,789
2.0048228709999876,123,456,789
2.6228294119999873,123,456,789
3.3464919769999995,123,456,789
3.5885337869999887,123,456,789
4.352684300999982,123,456,789
4.844979333999987,123,456,789
5.482198494999977,123,456,789
6.085676482999986,123,456,789
6.843891783999993,123,456,789
7.292616729999992,123,456,789
7.949625854999994,123,456,789
8.620423584999998,123,456,789
9.026762351000002,123,456,789
9.34382458600001,123,456,789
9.821056273999972,123,456,789
10.137441478,123,456,789
10.40702992499999,123,456,789
10.864938421000005,123,456,789
11.671598708000005,123,456,789
12.406335240000004,123,456,789
13.09240600299998,123,456,789
13.762241439999997,123,456,789
14.062633505999969,123,456,789
14.37694558299998,123,456,789
14.948307607999965,123,456,789
15.560524560999994,123,456,789
16.283117645999965,123,456,789
17.103023933999992,123,456,789
17.390578019999992,123,456,789
17.955585092000007,123,456,789
18.541589055000003,123,456,789
19.255163485999987,123,456,789
19.622378991999966,123,456,789
20.264096384999988,123,456,789
20.90006851399997,123,456,789
21.574063590999998,123,456,789
21.87737347099997,123,456,789
22.109706159000012,123,456,789
22.491577093000018,123,456,789
22.757071787,123,456,789
23.092904349999998,123,456,789
23.541628618999965,123,456,789
24.072485610999962,123,456,789
24.644997167000014,123,456,789
25.13742813899998,123,456,789
25.703439376999967,123,456,789
26.468216401999968,123,456,789
26.704206175999985,123,456,789
27.150958203999977,123,456,789
27.692368329999994,123,456,789
28.357437878000013,123,456,789
29.056558287,123,456,789
29.825371461000003,123,456,789
30.464056038999985,123,456,789
31.20866169399997,123,456,789
31.53651263599997,123,456,789
32.20285088299997,123,456,789
32.95318893800001,123,456,789
33.72954024200001,123,456,789
34.33377146000001,123,456,789
34.91017531200001,123,456,789
35.53472227500001,123,456,789
35.77991085900001,123,456,789
36.381069156999985,123,456,789
36.71981391,123,456,789
37.200989455999974,123,456,789
37.848930552999974,123,456,789
38.438171549999964,123,456,789
38.68052075599999,123,456,789
39.242906836,123,456,789
39.931807444999976,123,456,789
40.52945344899999,123,456,789

