# pi_control,v0.2.0
# log for:, actuator.force
# date:, 2018_07_25_14_45_11
# meta:, 
# comment:,
time (s), force (N), local_temp (C), timestamp (ms since loadcell powerup)
0.5829752110000186,123,456,789
1.252293721000001,123,456,789
1.8293550209999694,123,456,789
2.6084720569999718,123,456,789
2.993696378999971,123,456,789
3.8189666819999957,123,456,789
4.305500980999966,123,456,789
4.927265806999969,123,456,789
5.2334917320000045,123,456,789
5.50684122399997,123,456,789
6.193516310000007,123,456,789
6.762425624000002,123,456,789
7.232746942000006,123,456,789
7.487550482000017,123,456,789
7.928551776000006,123,456,789
8.18105286499997,123,456,789
8.87807087699997,123,456,789
9.40056437200002,123,456,789
9.687738771,123,456,789
9.990688182999975,123,456,789
10.358986657999992,123,456,789
10.867833996000002,123,456,789
11.194246395999983,123,456,789
11.617503247999991,123,456,789
11.985237868000013,123,456,789
12.536491126999977,123,456,789
13.064103219999993,123,456,789
13.54113818899998,123,456,789
13.843987131999995,123,456,789
14.642509705000009,123,456,789
14.983068418000016,123,456,789
15.325097287999995,123,456,789
15.630659149999985,123,456,789
16.14000190500002,123,456,789
16.382491423999966,123,456,789
16.91215054999998,123,456,789
17.670931268000004,123,456,789
18.155764784999974,123,456,789
18.81778563299997,123,456,789
19.22807362100002,123,456,789
19.468947148999973,123,456,789
19.894318951000002,123,456,789
20.21033977999997,123,456,789
20.532406186000003,123,456,789
21.098149352000007,123,456,789
21.74940925300001,123,456,789
22.375991426999974,123,456,789
22.91974837700002,123,456,789
23.17406951999999,123,456,789
23.953254576999996,123,456,789
24.444566640999994,123,456,789
24.995233180000014,123,456,789
25.248977499999967,123,456,789
25.67584070999999,123,456,789
26.446627009999986,123,456,789
27.02655956199999,123,456,789
27.795021589999976,123,456,789
28.076865098999974,123,456,789
28.560104292000005,123,456,789
29.112435258999994,123,456,789
29.894442038000022,123,456,789
30.403401563999978,123,456,789
30.682760696000003,123,456,789
31.382880271999966,123,456,789
32.16981981499998,123,456,789
32.49383054599997,123,456,789
33.17537666999999,123,456,789
33.78656247599997,123,456,789
34.34545928199998,123,456,789
34.64225644999999,123,456,789
35.262945962,123,456,789
35.86860587899997,123,456,789
36.216714284999966,123,456,789
36.80609845999999,123,456,789
37.21541800900002,123,456,789
37.77920445500001,123,456,789
38.47379340200001,123,456,789
38.837956039999995,123,456,789
39.58607971800001,123,456,789
40.26360443300001,123,456,789
40.86105694700001,123,456,789
41.10407933099998,123,456,789
41.66730504700001,123,456,789
42.13567917500001,123,456,789
42.91316204399999,123,456,789
43.234666782999966,123,456,789
43.99311776100001,123,456,789
44.42152925300002,123,456,789
44.98528434399998,123,456,789
45.468300828999986,123,456,789
45.98000853399998,123,456,789
46.34518002699997,123,456,789
47.00604618699998,123,456,789
47.78112415700002,123,456,789
48.027082115999974,123,456,789
48.401090022999995,123,456,789
48.97935095899999,123,456,789
49.501533464999966,123,456,789
49.752853303999984,123,456,789
50.543272849000004,123,456,789
50.91519195199999,123,456,789
51.26927218599997,123,456,789
51.750490544,123,456,789
52.174321771999985,123,456,789
52.51364527599998,123,456,789
53.075435626,123,456,789
53.818135497000014,123,456,789
54.35617759899998,123,456,789
54.97154179400002,123,456,789
55.297049921999985,123,456,789
55.765965144999996,123,456,789
56.064345699,123,456,789
56.41871035999998,123,456,789
56.76857855999998,123,456,789
57.07644693399999,123,456,789
57.82111982800001,123,456,789
58.17900626300002,123,456,789
58.702364655,123,456,789
58.975456855000004,123,456,789
59.77533135599998,123,456,789
60.57684617000001,123,456,789
60.94817417899998,123,456,789
61.57418723699999,123,456,789
61.91990204799998,123,456,789
62.70662539299997,123,456,789
63.26982746300001,123,456,789
63.699851507999995,123,456,789
64.34166588099998,123,456,789
64.81214818899997,123,456,789
65.52149355400002,123,456,789
65.83207682599999,123,456,789
66.14354713,123,456,789
66.62766715700002,123,456,789
67.16166691199999,123,456,789
67.618157177,123,456,789
68.344108753,123,456,789
69.11655245100002,123,456,789

