# pi_control,v0.2.0
# log for:, actuator.force
# date:, 2018_07_25_10_59_55
# meta:, 
# comment:,
time (s), force (N), local_temp (C), timestamp (ms since loadcell powerup)
0.01774699599991436,123,456,789
0.13808690499990917,123,456,789
0.2590158769999107,123,456,789
0.3799764639998102,123,456,789
0.5007649670005776,123,456,789
0.6247257120003269,123,456,789
0.7446471310004199,123,456,789
0.8644204769998396,123,456,789
0.9880764830004409,123,456,789
1.1076525890002813,123,456,789
1.2276753100004498,123,456,789
1.3516908470001,123,456,789
1.4721787770004084,123,456,789
1.592773737999778,123,456,789
1.7134862510001767,123,456,789
1.8325680859998101,123,456,789
1.9555801850001444,123,456,789
2.075864677000027,123,456,789
2.1952731259998473,123,456,789
2.319110799000555,123,456,789
2.4396571140005108,123,456,789
2.56081681500018,123,456,789
2.681170526000642,123,456,789
2.800789289000022,123,456,789
2.924267794000116,123,456,789
3.044049265000467,123,456,789
3.1645741219999763,123,456,789
3.2842086649998237,123,456,789
3.40513571000065,123,456,789
3.525454577000346,123,456,789
3.648558550999951,123,456,789
3.770049086000654,123,456,789
3.8924833720002425,123,456,789
4.015677658000641,123,456,789
4.136018296000657,123,456,789

