# pi_control,v0.2.0
# log for:, actuator.force
# date:, 2018_07_25_15_09_58
# meta:, 
# comment:,
time (s), force (N), local_temp (C), timestamp (ms since loadcell powerup)
0.12434675899999093,123,456,789
0.8672744909999892,123,456,789
1.3399286559999837,123,456,789
1.8201727360001314,123,456,789
2.3701035510000565,123,456,789
3.007616872999961,123,456,789
3.4720280569999886,123,456,789
3.7068196709999484,123,456,789
4.132479149000119,123,456,789
4.418297920999976,123,456,789
4.642494823000106,123,456,789
4.877912848000051,123,456,789
5.54969012100014,123,456,789
6.363453111000126,123,456,789
6.943652458000088,123,456,789
7.358696241999951,123,456,789
7.966802641999948,123,456,789
8.6933161070001,123,456,789
9.508234694000066,123,456,789
10.171935200000007,123,456,789
10.657370837000144,123,456,789
11.107028418000027,123,456,789
11.359767592000026,123,456,789
11.904130984999938,123,456,789
12.388971002000062,123,456,789
12.84068369900001,123,456,789
13.45966936900004,123,456,789
13.911656705000041,123,456,789
14.212698714999988,123,456,789
14.876939870000115,123,456,789
15.565210412999932,123,456,789
16.27013470099996,123,456,789
16.66309090599998,123,456,789
16.904001934999997,123,456,789
17.552123949000134,123,456,789
18.04656994900006,123,456,789
18.831150493999985,123,456,789
19.551316035000127,123,456,789
20.31115788000011,123,456,789
20.69512527200004,123,456,789
21.290480607000063,123,456,789
21.683035262999965,123,456,789
22.072856372999922,123,456,789
22.639551742000094,123,456,789
23.195472348000067,123,456,789
23.529289930999994,123,456,789
23.927473307000128,123,456,789
24.451158000000078,123,456,789
24.68272042400008,123,456,789
25.395545040000115,123,456,789
25.81567592600004,123,456,789
26.386102467,123,456,789
27.067180393999934,123,456,789
27.50582706299997,123,456,789
27.852422085999933,123,456,789
28.102084773000115,123,456,789
28.73344049299999,123,456,789
29.333581290999973,123,456,789
29.914408289999983,123,456,789
30.488159647999964,123,456,789
31.22174278500006,123,456,789
31.612631944999976,123,456,789
32.32337851700004,123,456,789
32.7816648380001,123,456,789
33.15101628899993,123,456,789
33.504076811999994,123,456,789
34.212210469999945,123,456,789
34.92353132800008,123,456,789
35.53417754399993,123,456,789
36.185624236999956,123,456,789
36.81808411099996,123,456,789
37.07984460600005,123,456,789
37.38573490800013,123,456,789
38.01608749000002,123,456,789
38.65285165399996,123,456,789
39.434056733000034,123,456,789
39.863293415000044,123,456,789
40.42284065900003,123,456,789
41.002401398000075,123,456,789
41.397595179000064,123,456,789
41.79197906400009,123,456,789
42.5777704730001,123,456,789
42.86894298600009,123,456,789
43.34098766000011,123,456,789
43.580680032000146,123,456,789
44.129141011,123,456,789
44.94678246900003,123,456,789
45.566472918000045,123,456,789
46.38783569600014,123,456,789
46.80994222200002,123,456,789
47.471126023000124,123,456,789
48.03019511799994,123,456,789
48.488839822000045,123,456,789
49.04804392200003,123,456,789
49.661377808,123,456,789
50.366425702000015,123,456,789
50.926832415000035,123,456,789
51.18186520800009,123,456,789
51.82179277,123,456,789
52.38632168799995,123,456,789
52.886393709000004,123,456,789
53.49101961800011,123,456,789
53.75315160100013,123,456,789

