# pi_control,v0.2.0
# log for:, actuator.force
# date:, 2018_07_25_15_09_28
# meta:, 
# comment:,
time (s), force (N), local_temp (C), timestamp (ms since loadcell powerup)
0.4850549529999171,123,456,789
1.1276918119999664,123,456,789
1.5463964179998584,123,456,789
1.9908798310000293,123,456,789
2.741851882999981,123,456,789
3.0140630500000043,123,456,789
3.2650102659999902,123,456,789
4.01972660499996,123,456,789
4.460996374999922,123,456,789
5.210742503999882,123,456,789
5.763882419999845,123,456,789
6.314625252999804,123,456,789
6.675736207999989,123,456,789
7.385075230999973,123,456,789
7.727110677999917,123,456,789
7.954445246999967,123,456,789
8.734422714999937,123,456,789
9.45129916299993,123,456,789
10.14852249699993,123,456,789
10.385686727999882,123,456,789
11.19988132200001,123,456,789
11.420308745999819,123,456,789
12.226060827999845,123,456,789

