# pi_control,v0.2.0
# log for:, actuator.force
# date:, 2018_07_25_15_30_35
# meta:, 
# comment:,
time (s), force (N), local_temp (C), timestamp (ms since loadcell powerup)
0.33674408599972594,123,456,789
0.7967503539998688,123,456,789
1.4840672609998364,123,456,789
2.094420004999847,123,456,789
2.371243685999616,123,456,789
3.0538186819999282,123,456,789
3.804536789999929,123,456,789
4.107534707000013,123,456,789
4.6601438799998505,123,456,789
5.044741560999682,123,456,789
5.592117258999679,123,456,789
5.9892119499995715,123,456,789
6.4044047299998965,123,456,789
6.848906767999779,123,456,789
7.529102308999882,123,456,789
7.9635895899996285,123,456,789
8.259360683999603,123,456,789
8.681309128999601,123,456,789
9.293548430999635,123,456,789
9.786987872999816,123,456,789
10.450158969999848,123,456,789
10.742799048999586,123,456,789
11.074909079000008,123,456,789
11.861460369999804,123,456,789
12.434189555999637,123,456,789
13.132256346999839,123,456,789
13.581806947999667,123,456,789
13.85000139199974,123,456,789
14.297103590000006,123,456,789
14.90277819799985,123,456,789
15.398564207999698,123,456,789
16.18135374199983,123,456,789
16.733373508999648,123,456,789
17.205948319999607,123,456,789
17.961174383999605,123,456,789
18.701874254999893,123,456,789
19.447723585999938,123,456,789
19.695589137999832,123,456,789
20.066449673999614,123,456,789
20.540887095000016,123,456,789
20.865434873999675,123,456,789
21.615957771000012,123,456,789
21.858888392999688,123,456,789
22.179690989999926,123,456,789
22.851908362999893,123,456,789
23.344409596999867,123,456,789
24.143258692000018,123,456,789
24.840836487999695,123,456,789
25.074224387999948,123,456,789
25.619443048999983,123,456,789
26.120901471999787,123,456,789
26.467853402999935,123,456,789
27.04357627299987,123,456,789
27.489143176999733,123,456,789
27.905655721999665,123,456,789
28.48236932499958,123,456,789
28.874673791999612,123,456,789
29.44841398799963,123,456,789
30.269493054999657,123,456,789
30.624093571999765,123,456,789
30.964201023999976,123,456,789
31.285891531999823,123,456,789
31.87138987299977,123,456,789
32.57063963899964,123,456,789
32.87243355499959,123,456,789
33.573693956999705,123,456,789
33.88197577999972,123,456,789
34.6505235489999,123,456,789
35.02219245399965,123,456,789
35.312540823999825,123,456,789
35.8600795819998,123,456,789
36.20715139699996,123,456,789
36.618434049999905,123,456,789
36.93721677099984,123,456,789
37.75339677099964,123,456,789
37.977728140999716,123,456,789
38.34746171699999,123,456,789
38.78802549599959,123,456,789
39.11416779399997,123,456,789
39.454348360999575,123,456,789
39.89915112399967,123,456,789
40.50245732299982,123,456,789
41.224080650999895,123,456,789
41.6849003909997,123,456,789
42.30169620599963,123,456,789
42.66245929899969,123,456,789
43.03231531699976,123,456,789
43.45442485299964,123,456,789
43.97634004199972,123,456,789
44.30229326999961,123,456,789
44.818663420999656,123,456,789
45.29714056299963,123,456,789
45.972582532999695,123,456,789
46.74521097099978,123,456,789
47.31667116499966,123,456,789
47.8443649259998,123,456,789
48.62739743699967,123,456,789
48.97963083099967,123,456,789
49.61271683899986,123,456,789
50.187529339999855,123,456,789
50.424975159999576,123,456,789
51.01274425499969,123,456,789
